[DATA] Client: 24fc8529-ea14-4a07-a2cc-5228efcd4dbc | Fuel: 33.5712 | Consumption: 0
[DATA] Client: 7529d9df-5e81-4f04-86e7-58c6452fd4d2 | Fuel: 32.4489 | Consumption: 0.00206757
[DATA] Client: ba5598e5-8215-4f69-91a8-fd95225b51b5 | Fuel: 32.4324 | Consumption: 0.00206757
[DATA] Client: 3c245047-e3b0-4556-9ed9-87f7057e916e | Fuel: 32.4757 | Consumption: 0.00205994
[DATA] Client: 147194da-0377-4a89-a83b-1aff6e24b06d | Fuel: 32.4716 | Consumption: 0.00206757
[DATA] Client: fe60911f-8cd4-4ae5-b6f4-9dc5d871f75e | Fuel: 32.4448 | Consumption: 0.00205994
[DATA] Client: d09c5277-f4e3-42d2-b5a0-24a859143a51 | Fuel: 32.3869 | Consumption: 0.0020752
[DATA] Client: d96787eb-c8b5-4ad6-9a20-207565572e69 | Fuel: 32.4076 | Consumption: 0.00206757
[DATA] Client: 9be7ef6a-9bc9-4902-be42-a2cd52c5018c | Fuel: 32.4096 | Consumption: 0.00206757
[DATA] Client: 1ee71b39-d8e4-4e52-9c61-1d6175be8b22 | Fuel: 32.4427 | Consumption: 0.00205994
[DATA] Client: 9fc6c55c-1c0a-422b-a765-9ac7ce7880d5 | Fuel: 32.3931 | Consumption: 0.00206757
[DATA] Client: 2a37ee0e-feaa-42dd-9f8f-5088bb6c227f | Fuel: 32.391 | Consumption: 0.00208282
[DATA] Client: 23db3088-a6d4-4def-a537-96539afe449c | Fuel: 32.4158 | Consumption: 0.00205994
[DATA] Client: c8b71b70-a0fb-4a1a-89fa-98be5ad67e3c | Fuel: 32.453 | Consumption: 0.00206757
[DATA] Client: 1d949541-afa3-43f0-9e82-8c892867e850 | Fuel: 32.4014 | Consumption: 0.0020752
[DATA] Client: 4bf35565-c57e-48ff-9a30-c629902f236b | Fuel: 32.3972 | Consumption: 0.00207138
[DATA] Client: 1fe005f2-4b02-4a1e-81ed-3993e06e20a3 | Fuel: 32.4881 | Consumption: 0.00206757
[DATA] Client: f89db442-c403-41c0-abc1-e32d2b9fca12 | Fuel: 32.4241 | Consumption: 0.00206757
[DATA] Client: 85823b51-bb62-4b64-92f3-19f45f196dc5 | Fuel: 32.4819 | Consumption: 0.00206757
[DATA] Client: de9a6038-6143-487b-b90e-550f107ff0fc | Fuel: 32.3993 | Consumption: 0.00206375
[DATA] Client: 7c8ed038-5b1d-43a7-9acf-8c5392a67132 | Fuel: 32.4695 | Consumption: 0.00206757
[DATA] Client: 0af182ae-5743-460a-97ef-e9a6bdc22ec4 | Fuel: 32.4055 | Consumption: 0.00207138
[DATA] Client: 1912a4e5-07d3-4c66-ab58-179550376aba | Fuel: 32.4344 | Consumption: 0.00206757
[DATA] Client: d9e73556-1a0b-4eeb-9d53-dc456574f9da | Fuel: 32.484 | Consumption: 0.00206757
[DATA] Client: 575ce7a0-9444-43c5-927f-ad0eda0f0a54 | Fuel: 32.4737 | Consumption: 0.00205994
[DATA] Client: e46d43ed-a987-46e6-aed1-de27862e6231 | Fuel: 31.8996 | Consumption: 0.00207329
[DATA] Client: 41ba87fe-58f5-4435-824c-c3c97b189f52 | Fuel: 31.9575 | Consumption: 0.00207138
[DATA] Client: 96bb5c9c-be7e-4ffe-97fd-11dd2ec24f5e | Fuel: 31.9699 | Consumption: 0.00206757
[DATA] Client: 4f6c1872-0b55-4a39-9cd0-9f501b9682d6 | Fuel: 32.4365 | Consumption: 0.00206757
[DATA] Client: e12e2fc3-86cb-4d91-8530-22cc95b103d6 | Fuel: 32.4179 | Consumption: 0.00206375
[DATA] Client: d38f8580-6a62-42e0-92ba-d6938d565314 | Fuel: 32.4282 | Consumption: 0.00205994
[DATA] Client: 2883a510-9abb-4f6f-98db-f0a57f62d246 | Fuel: 32.4386 | Consumption: 0.00207138
[DATA] Client: 250f2288-75a2-4a99-84e3-afc9c38d9942 | Fuel: 32.4551 | Consumption: 0.00205994
[DATA] Client: 021f5ace-e9f9-4689-83bf-a3ce3eb9216a | Fuel: 31.912 | Consumption: 0.00206375
[DATA] Client: e9d392b8-c79e-401b-a76d-0a245e620e07 | Fuel: 31.9079 | Consumption: 0.0020752
[DATA] Client: 93f9fa6e-e734-4cdb-8777-317d296a0829 | Fuel: 31.9658 | Consumption: 0.00206757
[DATA] Client: b5ed788d-e323-437a-9712-7c6255e0102d | Fuel: 31.9741 | Consumption: 0.00205612
[DATA] Client: 1c5c320a-d05a-4eb3-baeb-eb8367074f70 | Fuel: 31.9203 | Consumption: 0.00206375
[DATA] Client: 8c237d15-9c11-484f-b1d2-52c03d64d077 | Fuel: 31.9162 | Consumption: 0.00206375
[DATA] Client: 05f1f3c9-31f5-4cbc-91ef-157bf211183e | Fuel: 31.9037 | Consumption: 0.00207138
[DATA] Client: bdb42393-0201-4338-b0c2-6996337745ce | Fuel: 31.9616 | Consumption: 0.00206566
[DATA] Client: a80023f6-e205-490e-a489-736a00c91bbe | Fuel: 31.9534 | Consumption: 0.00206757
[DATA] Client: 9e411758-4a19-4d73-b33e-ff24193fea3c | Fuel: 31.9327 | Consumption: 0.00205994
[DATA] Client: b1b56c73-35e0-4fc4-82b3-c7903e8d422c | Fuel: 31.9492 | Consumption: 0.0020752
[DATA] Client: 628772c4-edbc-49f6-b5ff-d7e85fae3be5 | Fuel: 31.9472 | Consumption: 0.00206375
[DATA] Client: 14131329-c9d5-4aea-9f33-9475e294c538 | Fuel: 31.9079 | Consumption: 0.0020752
[DATA] Client: 58f78523-2c31-4f6b-9b77-acb6d27df799 | Fuel: 31.943 | Consumption: 0.00206757
[DATA] Client: 0fa0a9db-debc-4658-9c06-7ccfb129a8e8 | Fuel: 31.9141 | Consumption: 0.00207138
[DATA] Client: 39f5f768-a900-4fb9-8dca-d9e30576e27c | Fuel: 31.9265 | Consumption: 0.00206375
[DATA] Client: f13ae330-3071-4e0c-bcbf-390056fb1d19 | Fuel: 31.9182 | Consumption: 0.00207138
[DATA] Client: 07a59a4e-2452-450b-bf12-24cfc10106ca | Fuel: 31.9637 | Consumption: 0.00206947
[DATA] Client: 7f25214f-7f4e-4584-88f5-d3b6d1afb219 | Fuel: 31.8996 | Consumption: 0.00207329
[DATA] Client: 205a856e-6a3a-4630-a809-dc8a448dbd1f | Fuel: 31.9058 | Consumption: 0.00206947
[DATA] Client: 15101274-d91b-47eb-baf0-5f16af47421c | Fuel: 31.9679 | Consumption: 0.00207138
[DATA] Client: c7c5d297-dfcd-4918-9ed3-0333979430a9 | Fuel: 31.9162 | Consumption: 0.00206375
[DATA] Client: a166509b-9a60-435d-881a-3764fc234279 | Fuel: 31.9389 | Consumption: 0.00206757
[DATA] Client: 635ff4bb-9319-4471-bbbf-e4a666b81034 | Fuel: 31.9596 | Consumption: 0.00206757
[DATA] Client: 6e68ac6b-9596-4771-8650-186297f20e03 | Fuel: 31.9761 | Consumption: 0.00206566
[DATA] Client: d88f3a58-2de1-47da-abe9-bb6fcd31f606 | Fuel: 31.9513 | Consumption: 0.00207329
[DATA] Client: f5ce7f1c-4ae4-4546-8185-1a45dd549a98 | Fuel: 31.912 | Consumption: 0.00206375
[DATA] Client: c447baaf-e43c-411e-abdf-685a76b401d5 | Fuel: 31.9017 | Consumption: 0.00206947
[DATA] Client: e456b904-947e-446e-9e97-0609dc775ded | Fuel: 31.9224 | Consumption: 0.00206375
[DATA] Client: 14e64062-0a07-4432-97bf-206bb2f37d68 | Fuel: 31.9244 | Consumption: 0.00206757
[DATA] Client: ad8c12f5-13ef-4854-a927-3ed68a46d45b | Fuel: 31.9203 | Consumption: 0.00206375
[DATA] Client: d02db1b6-59f1-4aa8-8980-766ca7ba707f | Fuel: 31.8975 | Consumption: 0.00207138
[DATA] Client: c6ba872b-477f-4b15-875d-3f29dc082a26 | Fuel: 31.9306 | Consumption: 0.00207138
[DATA] Client: 88595123-2dac-4128-9d55-3534679f7d74 | Fuel: 31.9368 | Consumption: 0.00205994
[DATA] Client: 86e4e980-1e44-4e33-ad58-4212a872b18b | Fuel: 31.9037 | Consumption: 0.00207138
[DATA] Client: 9653102d-82b8-4f92-8323-1ea59a1d1e6a | Fuel: 31.9554 | Consumption: 0.00206566
[DATA] Client: c2e9bb21-33af-49c0-b00f-733b57ea58b8 | Fuel: 31.972 | Consumption: 0.00206757
[DATA] Client: 7d71474e-e1cb-4edf-98f6-ce9f85a34a6c | Fuel: 31.9348 | Consumption: 0.0020752
[DATA] Client: 87aec33c-6965-4fd8-bfa9-24c5843c6c67 | Fuel: 31.91 | Consumption: 0.00206566
[DATA] Client: 8925baf7-0c2b-4b94-b5b1-eec1276d4694 | Fuel: 31.9575 | Consumption: 0.00207138
[DATA] Client: 66f0e5dd-c39c-4510-ae12-562b387ca9c6 | Fuel: 31.9534 | Consumption: 0.00206757
[DATA] Client: 43f35a62-e0f8-4a95-b3e1-6576330eba99 | Fuel: 31.9492 | Consumption: 0.0020752
[DATA] Client: 0ad06a0f-cd9e-4327-83e5-cff5c3773c2b | Fuel: 31.9616 | Consumption: 0.00206566
[DATA] Client: 9b5316e1-36e2-4ee6-84fd-b46933b5c905 | Fuel: 32.4468 | Consumption: 0.00206757
[DATA] Client: 779bfb73-20de-4bbd-8ac0-095147caa3d5 | Fuel: 32.4757 | Consumption: 0.00205994
[DATA] Client: 40490966-0f0f-4195-98bc-d572b6567fa0 | Fuel: 32.484 | Consumption: 0.00206757
[DATA] Client: c693e386-520b-46b7-bc14-75b030ddfddd | Fuel: 32.4861 | Consumption: 0.00205994
[DATA] Client: c93db55c-34ad-4f6c-8fea-5fe74a8cdfee | Fuel: 31.9327 | Consumption: 0.00205994
[DATA] Client: 35e855d1-dde4-48e9-aa2a-109288faa4ff | Fuel: 31.9286 | Consumption: 0.0020752
[DATA] Client: 199d3410-37c2-478a-88ab-4756bf62576a | Fuel: 31.9782 | Consumption: 0.00205421
[DATA] Client: 6f125c44-32af-4973-8b1f-af17a174bca8 | Fuel: 31.9451 | Consumption: 0.00206566
[DATA] Client: 34c40942-1e30-44be-a6d6-4a046a2d2399 | Fuel: 32.4489 | Consumption: 0.00206757
[DATA] Client: 829c4b8e-ecc1-4404-8777-8a2cb5feddb5 | Fuel: 32.4716 | Consumption: 0.00206757
[DATA] Client: 918ea7d8-61e2-4b13-8f83-abff1386490d | Fuel: 32.42 | Consumption: 0.00205994
[DATA] Client: a555d4e5-70c0-4189-a06c-895ea724363d | Fuel: 32.4737 | Consumption: 0.00205994
[DATA] Client: dd1b0096-b7c8-4d19-b35f-bd6bc946ecd5 | Fuel: 32.3993 | Consumption: 0.00206375
[DATA] Client: e6ebaab5-5b36-49e0-a089-90dcaf8b2738 | Fuel: 32.4633 | Consumption: 0.00205994
[DATA] Client: b9a81d23-5b6f-4972-aaf5-77ef9a6b038f | Fuel: 32.4117 | Consumption: 0.0020752
[DATA] Client: d12f3de6-b0c9-4dab-99c3-3078922a0e15 | Fuel: 32.4695 | Consumption: 0.00206757
[DATA] Client: a498db77-af47-408d-adc6-1890ef075a47 | Fuel: 32.4572 | Consumption: 0.00205994
[DATA] Client: 82f77935-502e-4c56-9f66-f16fff8fdd05 | Fuel: 32.4096 | Consumption: 0.00206757
[DATA] Client: e0f2f031-1bda-47e8-a55c-37665a4b6acd | Fuel: 32.4076 | Consumption: 0.00206757
[DATA] Client: 92251d4a-eb05-4fc7-96b2-e137a39976e2 | Fuel: 32.4654 | Consumption: 0.00205994
[DATA] Client: f88e1c1c-c522-4efd-90b8-7b75916dbd00 | Fuel: 32.4819 | Consumption: 0.00206757
[DATA] Client: 9ec47feb-afa0-4b5f-a244-7e158fc813e7 | Fuel: 32.3972 | Consumption: 0.00207138
[DATA] Client: 128b954c-a49f-4e4e-bdf8-6a080d33ba25 | Fuel: 32.3889 | Consumption: 0.00206757
[DATA] Client: 7b4f2ec1-4ed3-42f4-ae63-617e391865a6 | Fuel: 32.3931 | Consumption: 0.00206757
[DATA] Client: 20d73861-0c41-4d38-a02e-1936ba0269da | Fuel: 32.4303 | Consumption: 0.00206757
[DATA] Client: be71bbca-56fd-4275-81af-285fa04855d5 | Fuel: 32.4406 | Consumption: 0.00207138
[DATA] Client: b8ff0202-9295-4d7c-9a04-4abf9116d82e | Fuel: 32.4613 | Consumption: 0.00205994
[DATA] Client: cd3be1be-554a-43f1-ad22-87228cab8dec | Fuel: 32.4675 | Consumption: 0.00206757
[DATA] Client: b2b9aadf-7615-4bb7-bac7-f5564a6b3db4 | Fuel: 32.391 | Consumption: 0.00208282
[DATA] Client: 11807ac2-426a-4b62-9689-347694f42909 | Fuel: 32.451 | Consumption: 0.00206757
[DATA] Client: 9bc53cdf-4cfd-4fdb-af2a-5249d17fa13d | Fuel: 31.9596 | Consumption: 0.00206757
[DATA] Client: 5e3c5379-7b8e-4f8f-b8f7-94c93c2bd91c | Fuel: 31.9058 | Consumption: 0.00206947
[DATA] Client: 4fb141cb-2681-45b8-852a-2cc8fdca42b8 | Fuel: 31.9079 | Consumption: 0.0020752
[DATA] Client: f472ed81-4dcb-41dc-9d54-78fd85dcff0a | Fuel: 31.9306 | Consumption: 0.00207138
[DATA] Client: 7f86b865-f5f1-435f-a364-ca12d03b8542 | Fuel: 31.9472 | Consumption: 0.00206375
[DATA] Client: 5d784ca6-b97c-4b72-ae24-ba20ad410c6f | Fuel: 31.9037 | Consumption: 0.00207138
[DATA] Client: 20325af8-3fee-4d68-bc8b-823bb262566b | Fuel: 31.91 | Consumption: 0.00206566
[DATA] Client: c135cd3f-21a1-41ac-ac58-9402060462fb | Fuel: 31.943 | Consumption: 0.00206757
[DATA] Client: 9d703a95-c4b6-4840-856f-5ddb0cc58750 | Fuel: 31.9513 | Consumption: 0.00207329
[DATA] Client: 7dda1de4-0f71-4f2b-a045-25a20648c529 | Fuel: 31.9741 | Consumption: 0.00205612
[DATA] Client: 607bd757-4425-4d0e-b496-1f38534c1ca1 | Fuel: 31.9389 | Consumption: 0.00206757
[DATA] Client: a5a287a9-1093-4eec-9d80-91f2ce209063 | Fuel: 31.9658 | Consumption: 0.00206757
[DATA] Client: 4ed70a94-5c48-4cc5-9d86-08c707735b9e | Fuel: 31.9017 | Consumption: 0.00206947
[DATA] Client: 4f8e9c2b-7f6d-4bc0-babe-9b63a81addf4 | Fuel: 31.9265 | Consumption: 0.00206375
[DATA] Client: 1269a4b7-50e9-4a62-8a6b-e353eaf0e429 | Fuel: 31.9182 | Consumption: 0.00207138
[DATA] Client: 6ffa2315-c130-4f19-bba0-f4e6cae91728 | Fuel: 31.9554 | Consumption: 0.00206566
[DATA] Client: 68dbdd88-20e9-47db-b383-9d65027f9f95 | Fuel: 31.9224 | Consumption: 0.00206375
[DATA] Client: 502cf1b9-8122-49f5-a3d8-d9c72b86d2dd | Fuel: 31.9348 | Consumption: 0.0020752
[DATA] Client: a3aa1e4b-8e64-4b90-a79d-2407850a016c | Fuel: 31.8975 | Consumption: 0.00207138
[DATA] Client: 1603a5f8-c5d4-49bf-956f-134ef3986217 | Fuel: 31.9699 | Consumption: 0.00206757
[DATA] Client: 7d21671f-3d1e-4b52-b7c3-599fd2679742 | Fuel: 31.941 | Consumption: 0.00206947
[DATA] Client: 56526d44-26cb-47be-9e8f-24b7e2cee38a | Fuel: 31.9637 | Consumption: 0.00206947
[DATA] Client: 5ff28f93-d8e5-4a2a-bba1-dbd1d6613417 | Fuel: 32.4861 | Consumption: 0.00205994
[DATA] Client: 58c7e55d-4a36-4b10-8cde-1d1c64d34cef | Fuel: 32.4881 | Consumption: 0.00206757
[DATA] Client: b6b7d1c5-b447-40bb-957d-67dfa9b4a16a | Fuel: 32.3848 | Consumption: 0.00206757
[DATA] Client: b79a50c1-9961-4df2-9b57-b497e1a74b1b | Fuel: 31.972 | Consumption: 0.00206757
[DATA] Client: a06eae6d-3118-462e-ad99-6f9f14ad4c55 | Fuel: 31.9141 | Consumption: 0.00207138
[DATA] Client: 8a76daa7-2533-443e-9545-9a297e8e7c48 | Fuel: 32.4179 | Consumption: 0.00206375
[DATA] Client: 71eb751f-afc6-491d-95fb-e96bf8f331ff | Fuel: 32.4344 | Consumption: 0.00206757
[DATA] Client: c778e677-a016-4703-be56-6e63fbab4a26 | Fuel: 32.4158 | Consumption: 0.00205994
[DATA] Client: 51d706b2-22cc-41d9-be2b-069e11a21bcd | Fuel: 32.4365 | Consumption: 0.00206757
[DATA] Client: c51ca43b-d2d9-4734-8cf5-c92e8b341cbd | Fuel: 32.4551 | Consumption: 0.00205994
[DATA] Client: 5f5a8c32-8287-4cd4-824a-630351b0e1d0 | Fuel: 31.9679 | Consumption: 0.00207138
[DATA] Client: fd66b274-3073-4749-a775-4b79c016a1b0 | Fuel: 31.9761 | Consumption: 0.00206566
[DATA] Client: 5c032376-a312-4eed-8ae3-22522e2adca0 | Fuel: 31.9286 | Consumption: 0.0020752
[DATA] Client: da9a45f2-983f-47cb-b711-ef3c0ef7f857 | Fuel: 31.9492 | Consumption: 0.0020752
[DATA] Client: 4f4b9682-8842-4ccc-aed7-c68dbe951805 | Fuel: 31.9575 | Consumption: 0.00207138
[DATA] Client: 0769dc1a-a465-4cc0-9354-c4abcaaa95f9 | Fuel: 31.9162 | Consumption: 0.00206375
[DATA] Client: fae4c8bf-e066-45c5-9488-de246bf1af56 | Fuel: 31.9699 | Consumption: 0.00206757
[DATA] Client: 6ef0e49f-4e9b-4c38-99e8-48a486c78a89 | Fuel: 31.912 | Consumption: 0.00206375
[DATA] Client: 26c77c4c-58f9-4a84-9481-0e8d3b2358a9 | Fuel: 31.9616 | Consumption: 0.00206566
[DATA] Client: 955bce7a-92bb-47a8-b824-5b8e81cd25ec | Fuel: 32.4117 | Consumption: 0.0020752
[DATA] Client: a864aaa8-d388-4515-94e1-651de653fb98 | Fuel: 32.4427 | Consumption: 0.00205994
[DATA] Client: ce6954b3-db0b-4dd4-b644-57cbc9fe4f32 | Fuel: 32.4262 | Consumption: 0.00206757
[DATA] Client: d733a932-7fc0-4ed7-8956-c554bf4f44c5 | Fuel: 32.3869 | Consumption: 0.0020752
[DATA] Client: e1b425d8-5076-44f6-94ee-b0b62f6ed328 | Fuel: 32.4241 | Consumption: 0.00206757
[DATA] Client: ca193d1b-de7d-495c-8f3c-ad25843ddda2 | Fuel: 32.4448 | Consumption: 0.00205994
[DATA] Client: 4f919f4a-449c-42d1-9bea-a440f8efd45f | Fuel: 32.3993 | Consumption: 0.00206375
[DATA] Client: f8703f64-365c-45ad-b54f-9455261d1266 | Fuel: 32.4138 | Consumption: 0.00207138
[DATA] Client: 23522378-d734-474a-a789-f53511ae5bdc | Fuel: 32.4778 | Consumption: 0.00206375
[DATA] Client: e276b89f-1fa1-4e2f-bb21-95fac2b680e4 | Fuel: 32.4757 | Consumption: 0.00205994
[DATA] Client: c190ca2f-e6b6-428d-b95c-31411d13a7fe | Fuel: 32.4902 | Consumption: 0.00206757
[DATA] Client: 4cf1275c-e985-4f5c-acf5-243dd31e8a0b | Fuel: 32.4034 | Consumption: 0.00205994
[DATA] Client: a32d822c-061a-4807-ac9f-e8e2b8fb21e9 | Fuel: 32.453 | Consumption: 0.00206757
[DATA] Client: 1f4b61fa-779e-4589-b3db-2d4f34eda75c | Fuel: 32.4014 | Consumption: 0.0020752
[DATA] Client: ec7e061c-9dbc-41a6-b2b5-54d5ec2c3167 | Fuel: 31.941 | Consumption: 0.00206947
[DATA] Client: b52187dd-5330-4a63-91eb-2d6bff0cf195 | Fuel: 31.9782 | Consumption: 0.00205421
[DATA] Client: 5791f5fd-5d89-4917-8731-f234204a6b9e | Fuel: 31.9327 | Consumption: 0.00205994
[DATA] Client: bfdddb35-dc50-42d9-b960-858983dccd45 | Fuel: 31.9203 | Consumption: 0.00206375
[DATA] Client: cc7abcbf-a100-4e3a-a0b1-0a1c7fcfd3eb | Fuel: 31.9244 | Consumption: 0.00206757
[DATA] Client: 40339f56-40ea-4d12-aebf-5af7cd02f99c | Fuel: 31.9658 | Consumption: 0.00206757
[DATA] Client: 3852f023-4070-4ebe-b480-3ad81313e655 | Fuel: 31.9741 | Consumption: 0.00205612
[DATA] Client: 52623d13-c7e4-4f8f-a84d-8c1bc25a702c | Fuel: 31.9534 | Consumption: 0.00206757
[DATA] Client: bda330a2-0601-47e0-815a-175f3d1bb09f | Fuel: 32.4592 | Consumption: 0.00206757
[DATA] Client: fb6bf733-d4f5-48a3-a30b-5cec5fec4fab | Fuel: 32.3931 | Consumption: 0.00206757
[DATA] Client: e08925ec-462e-4b25-9937-0a6a01fcde80 | Fuel: 32.4778 | Consumption: 0.00206375
[DATA] Client: 5bb0daa4-43f8-4889-9b62-3c0474e40639 | Fuel: 32.4096 | Consumption: 0.00206757
[DATA] Client: 7b539db7-8120-4c14-bf91-e8f6998d9b45 | Fuel: 31.9761 | Consumption: 0.00206566
[DATA] Client: b443f107-6c44-4295-aabd-2efcd04d2a6e | Fuel: 31.9368 | Consumption: 0.00205994
[DATA] Client: d8c3daa2-663e-464c-8552-9409b0c69e2c | Fuel: 31.9348 | Consumption: 0.0020752
[DATA] Client: 0573c4a0-4093-4dae-9cfd-ac2189a66789 | Fuel: 31.8996 | Consumption: 0.00207329
[DATA] Client: 8f9749cf-b23b-47dc-9033-897daf64ca9d | Fuel: 31.9265 | Consumption: 0.00206375
[DATA] Client: 06361dee-18b2-4587-ac51-c570f4a713e5 | Fuel: 31.943 | Consumption: 0.00206757
[DATA] Client: ec12c475-b42e-476b-805f-f3b43a0a0f3f | Fuel: 31.9451 | Consumption: 0.00206566
[DATA] Client: cca3afed-35fd-4c5c-bfa0-218610a944e4 | Fuel: 31.9224 | Consumption: 0.00206375
[DATA] Client: d223a53b-ecba-41d8-acea-57214eb291d7 | Fuel: 31.9389 | Consumption: 0.00206757
[DATA] Client: ba5598e5-8215-4f69-91a8-fd95225b51b5 | Fuel: 32.4303 | Consumption: 0.00206757
[DATA] Client: d09c5277-f4e3-42d2-b5a0-24a859143a51 | Fuel: 32.3848 | Consumption: 0.00206757
[DATA] Client: 3c245047-e3b0-4556-9ed9-87f7057e916e | Fuel: 32.4737 | Consumption: 0.00205994
[DATA] Client: d96787eb-c8b5-4ad6-9a20-207565572e69 | Fuel: 32.4055 | Consumption: 0.00207138
[DATA] Client: 147194da-0377-4a89-a83b-1aff6e24b06d | Fuel: 32.4695 | Consumption: 0.00206757
[DATA] Client: fe60911f-8cd4-4ae5-b6f4-9dc5d871f75e | Fuel: 32.4427 | Consumption: 0.00205994
[DATA] Client: 7529d9df-5e81-4f04-86e7-58c6452fd4d2 | Fuel: 32.4468 | Consumption: 0.00206757
[DATA] Client: 1ee71b39-d8e4-4e52-9c61-1d6175be8b22 | Fuel: 32.4406 | Consumption: 0.00207138
[DATA] Client: 116f865c-98a9-4127-83c5-c0c62d9d9936 | Fuel: 32.4282 | Consumption: 0.00205994
[DATA] Client: a55cacac-6ec6-4235-a9e7-8ef6df0cbba7 | Fuel: 32.42 | Consumption: 0.00205994
[DATA] Client: 521b95dd-f25a-4e04-bc49-0aaf9f823380 | Fuel: 32.4633 | Consumption: 0.00205994
[DATA] Client: 98ff5483-8c21-42a4-a88d-e465b63bbbc8 | Fuel: 32.4241 | Consumption: 0.00206757
[DATA] Client: a422dc3b-cc1f-4198-8314-0c6f9cb47177 | Fuel: 32.4613 | Consumption: 0.00205994
[DATA] Client: 65ebe50e-0e73-4d3b-be77-2ea05be34d42 | Fuel: 32.484 | Consumption: 0.00206757
[DATA] Client: ee750bf3-46df-425a-9f44-5fed4282f042 | Fuel: 32.4881 | Consumption: 0.00206757
[DATA] Client: 18b5a919-4276-4884-9c89-490f22ef130c | Fuel: 32.4489 | Consumption: 0.00206757
[DATA] Client: 4a474ea7-78d0-4f13-8d8c-750f7969c452 | Fuel: 32.4572 | Consumption: 0.00205994
[DATA] Client: be2d4cd0-be89-4e95-ab5d-dbc77bd594f7 | Fuel: 32.3869 | Consumption: 0.0020752
[DATA] Client: 9a6f2948-b4a4-4e59-be67-27f5a909d072 | Fuel: 32.4654 | Consumption: 0.00205994
[DATA] Client: ff4555db-721f-4b54-9f94-ee03dc367604 | Fuel: 32.4386 | Consumption: 0.00207138
[DATA] Client: 575ce7a0-9444-43c5-927f-ad0eda0f0a54 | Fuel: 32.4716 | Consumption: 0.00206757
[DATA] Client: d9e73556-1a0b-4eeb-9d53-dc456574f9da | Fuel: 32.4819 | Consumption: 0.00206757
[DATA] Client: 1912a4e5-07d3-4c66-ab58-179550376aba | Fuel: 32.4324 | Consumption: 0.00206757
[DATA] Client: 7c8ed038-5b1d-43a7-9acf-8c5392a67132 | Fuel: 32.4675 | Consumption: 0.00206757
[DATA] Client: 0af182ae-5743-460a-97ef-e9a6bdc22ec4 | Fuel: 32.4034 | Consumption: 0.00205994
[DATA] Client: de9a6038-6143-487b-b90e-550f107ff0fc | Fuel: 32.3972 | Consumption: 0.00207138
[DATA] Client: 85823b51-bb62-4b64-92f3-19f45f196dc5 | Fuel: 32.4799 | Consumption: 0.00207138
[DATA] Client: f89db442-c403-41c0-abc1-e32d2b9fca12 | Fuel: 32.422 | Consumption: 0.00207138
[DATA] Client: 1fe005f2-4b02-4a1e-81ed-3993e06e20a3 | Fuel: 32.4861 | Consumption: 0.00205994
[DATA] Client: 4bf35565-c57e-48ff-9a30-c629902f236b | Fuel: 32.3952 | Consumption: 0.00206757
[DATA] Client: 1d949541-afa3-43f0-9e82-8c892867e850 | Fuel: 32.3993 | Consumption: 0.00206375
[DATA] Client: 23db3088-a6d4-4def-a537-96539afe449c | Fuel: 32.4138 | Consumption: 0.00207138
[DATA] Client: c8b71b70-a0fb-4a1a-89fa-98be5ad67e3c | Fuel: 32.451 | Consumption: 0.00206757
[DATA] Client: 2a37ee0e-feaa-42dd-9f8f-5088bb6c227f | Fuel: 32.3889 | Consumption: 0.00206757
[DATA] Client: 9fc6c55c-1c0a-422b-a765-9ac7ce7880d5 | Fuel: 32.391 | Consumption: 0.00208282
[DATA] Client: 9be7ef6a-9bc9-4902-be42-a2cd52c5018c | Fuel: 32.4076 | Consumption: 0.00206757
[DATA] Client: 81e999da-963e-443c-8018-cbe57434f0b9 | Fuel: 32.4014 | Consumption: 0.0020752
[DATA] Client: 41ba87fe-58f5-4435-824c-c3c97b189f52 | Fuel: 31.9554 | Consumption: 0.00206566
[DATA] Client: 96bb5c9c-be7e-4ffe-97fd-11dd2ec24f5e | Fuel: 31.9679 | Consumption: 0.00207138
[DATA] Client: e46d43ed-a987-46e6-aed1-de27862e6231 | Fuel: 31.8975 | Consumption: 0.00207138
[DATA] Client: d38f8580-6a62-42e0-92ba-d6938d565314 | Fuel: 32.4262 | Consumption: 0.00206757
[DATA] Client: 250f2288-75a2-4a99-84e3-afc9c38d9942 | Fuel: 32.453 | Consumption: 0.00206757
[DATA] Client: 4f6c1872-0b55-4a39-9cd0-9f501b9682d6 | Fuel: 32.4344 | Consumption: 0.00206757
[DATA] Client: 2883a510-9abb-4f6f-98db-f0a57f62d246 | Fuel: 32.4365 | Consumption: 0.00206757
[DATA] Client: e12e2fc3-86cb-4d91-8530-22cc95b103d6 | Fuel: 32.4158 | Consumption: 0.00205994
[DATA] Client: 021f5ace-e9f9-4689-83bf-a3ce3eb9216a | Fuel: 31.91 | Consumption: 0.00206566
[DATA] Client: e9d392b8-c79e-401b-a76d-0a245e620e07 | Fuel: 31.9058 | Consumption: 0.00206947
[DATA] Client: 9e411758-4a19-4d73-b33e-ff24193fea3c | Fuel: 31.9306 | Consumption: 0.00207138
[DATA] Client: bdb42393-0201-4338-b0c2-6996337745ce | Fuel: 31.9596 | Consumption: 0.00206757
[DATA] Client: a80023f6-e205-490e-a489-736a00c91bbe | Fuel: 31.9513 | Consumption: 0.00207329
