[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 41.7026 | Consumption: 0
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.6081 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.6057 | Consumption: 0.00237656
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.6033 | Consumption: 0.00238419
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.6009 | Consumption: 0.00238419
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5986 | Consumption: 0.00237656
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5962 | Consumption: 0.00237274
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5938 | Consumption: 0.00238037
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5914 | Consumption: 0.00237274
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5891 | Consumption: 0.00238419
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5867 | Consumption: 0.00237274
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5843 | Consumption: 0.00237274
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5819 | Consumption: 0.00238419
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5795 | Consumption: 0.00237274
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5772 | Consumption: 0.00236893
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5748 | Consumption: 0.00238419
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5724 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.57 | Consumption: 0.00238037
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5676 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5653 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5629 | Consumption: 0.00238037
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5605 | Consumption: 0.00238037
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5581 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5557 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5533 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5515 | Consumption: 0.0018692
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5499 | Consumption: 0.00157166
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5486 | Consumption: 0.00132751
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5473 | Consumption: 0.00130463
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.546 | Consumption: 0.001297
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5447 | Consumption: 0.001297
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5434 | Consumption: 0.001297
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5421 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5409 | Consumption: 0.00123978
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5396 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5384 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5371 | Consumption: 0.00123596
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5359 | Consumption: 0.00124359
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5347 | Consumption: 0.00123978
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5334 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5322 | Consumption: 0.00123596
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5309 | Consumption: 0.00123978
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5297 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5285 | Consumption: 0.00123978
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5272 | Consumption: 0.00123978
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.526 | Consumption: 0.00124359
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5247 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5235 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5222 | Consumption: 0.00124359
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.521 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5197 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5185 | Consumption: 0.00124359
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5172 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.516 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5147 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5135 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5122 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.511 | Consumption: 0.00124359
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5097 | Consumption: 0.00125504
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5085 | Consumption: 0.00124359
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5072 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.506 | Consumption: 0.00124741
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5047 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5035 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.5022 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.501 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4997 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4985 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4972 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.496 | Consumption: 0.00126266
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4947 | Consumption: 0.00125122
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4934 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4922 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4909 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4897 | Consumption: 0.00126266
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4884 | Consumption: 0.00126266
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4871 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4859 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4846 | Consumption: 0.00125504
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4834 | Consumption: 0.00126266
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4821 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4808 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4796 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4783 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.477 | Consumption: 0.00125885
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4758 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4745 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4732 | Consumption: 0.00127411
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.472 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4707 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4694 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4681 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4669 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4656 | Consumption: 0.00126266
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4643 | Consumption: 0.00127411
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4631 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4618 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4605 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4593 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.458 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4567 | Consumption: 0.00127411
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4555 | Consumption: 0.00126648
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4542 | Consumption: 0.00127792
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4529 | Consumption: 0.00127029
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4516 | Consumption: 0.00127792
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4504 | Consumption: 0.00127411
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4483 | Consumption: 0.00205612
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.446 | Consumption: 0.00231934
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4436 | Consumption: 0.00239182
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4412 | Consumption: 0.00237656
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4388 | Consumption: 0.00238037
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4364 | Consumption: 0.002388
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4341 | Consumption: 0.00231552
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4319 | Consumption: 0.00225449
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4297 | Consumption: 0.0022049
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4277 | Consumption: 0.00193024
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4257 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4237 | Consumption: 0.00201035
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4217 | Consumption: 0.00201416
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4197 | Consumption: 0.00201416
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4176 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4156 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4136 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4116 | Consumption: 0.00201416
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4096 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4075 | Consumption: 0.00201416
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4055 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4035 | Consumption: 0.00201035
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.4015 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3994 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3974 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3954 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3934 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3913 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3893 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3873 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3853 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3833 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3812 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3792 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3772 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3751 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3731 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3711 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3691 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.367 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.365 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.363 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.361 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3589 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3569 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3549 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3529 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3508 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3488 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3468 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3447 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3427 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3407 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3386 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3366 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3346 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3325 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3305 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3285 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3264 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3244 | Consumption: 0.00201797
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3224 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3203 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3183 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3163 | Consumption: 0.00204849
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3142 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3122 | Consumption: 0.00205231
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3101 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3081 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3061 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.304 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.302 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.3 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2979 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2959 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2939 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2918 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2898 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2878 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2857 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2837 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2817 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2796 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2776 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2755 | Consumption: 0.00204849
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2735 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2715 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2694 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2674 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2654 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2633 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2613 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2593 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2572 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2552 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2532 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2511 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2491 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2471 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.245 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.243 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.241 | Consumption: 0.00204086
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2389 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2369 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2349 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2328 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2308 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2288 | Consumption: 0.00203705
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2267 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2247 | Consumption: 0.00203323
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2227 | Consumption: 0.0020256
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2206 | Consumption: 0.00202179
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2186 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2165 | Consumption: 0.00204468
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2145 | Consumption: 0.00202942
[DATA] Client: 0bd29486-ac8a-458d-8daf-1c73a1d07aa1 | Fuel: 40.2125 | Consumption: 0.00202179
